hotelname,address,district,lat,lon,rating,count_rating,star,budget,time,facilities,service,district,URL,image1,image2,review
Park Hyatt Saigon,"2 Công trường Lam Sơn, Quận 1, Thành Phố Hồ Chí Minh",1,10.77680625,106.70321295455926,4.5,4300,5,8262122.0,"1 đêm, bao gồm thuế và phí","Bữa sáng ($), Wi-Fi miễn phí, Đỗ xe miễn phí, Bể bơi ngoài trời, Bồn tắm nước nóng, Điều hòa nhiệt độ, Trung tâm thể dục, Spa",Quầy Bar · Ăn Tối · Món Ăn Sáng,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENFZz0gACgAMiRDaGNJdV9XaGpMeWNzYVk5R2dzdlp5OHhkR04wWXpKd05oQUI4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CDsQwIsFahgKEwjwqcOsh-OQAxUAAAAAHQAAAAAQrwQ,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwlPvi2xVN5xlzVOt1vFtyj43nZc3y4n8ADjunx3p3B32K_zutCOekVZXT5tlUmH3jbq5FoKbdZlr9PkXIbB1Nt-PPuQemJhSPxnrqeYq-1gSGmGStl1MYPyp1AkN0MmAxAlDvz=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipPhZBh1rbipvpzaqN_Fkk_n3N_7DUojpL5Noz46=s287-w287-h192-n-k-no-v1,Resort đẳng cấp. Hồ bơi rộng và sạch sẽ. Nhân viên thân thiện !
Khách sạn Renaissance Riverside Sài Gòn,"8-15 Tôn Đức Thắng, Quận 1, Thành Phố Hồ Chí Minh",1,10.777738684210838,106.7070758565663,4.4,3800,5,6282822.0,"1 đêm, bao gồm thuế và phí","Bữa sáng ($), Wi-Fi miễn phí, Bể bơi ngoài trời, Điều hòa nhiệt độ, Trung tâm thể dục, Spa, Chỗ đậu xe, Quán bar",Quầy Bar · Ăn Tối · Vị Trí,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENFZz0gACgAMiRDaGNJZ2VHQTlfR0wtNlJMR2dzdlp5OHhkR2d3ZG5aNmR4QUI4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CF8QwIsFahgKEwjwqcOsh-OQAxUAAAAAHQAAAAAQrwQ,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzElGfV0NDVY0CUrOCUr3RoHRf_sxLzPyS9tOL4nKQalkEJCLIp_ujFva8p7HtSPOCMZ7Z3dVfVaHKc4B3lLtz4sEo2iSQUASgikF4iwc_jix4ZqzHkEEiKuQ7XmlIGA_edOFuAd0_THFE=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwUGuF7StIhrX_qpX_kBRQg-MfR4GCA95AOZyjJdPx3MfDuIMYsWWSekSnCYJiKO2o_7CO54gmkthZLYAyTR0_5kE819g1ukTa7gfLUi1kvZWDnbR2ZHR1uIBRPGKnOEv2b_ySb4yomN6UJ=s287-w287-h192-n-k-no-v1,"Một nơi mà mình sẽ còn quay lại trong tương lai vì hài lòng về tất cả.
Nhân viên tuyệt vời
Phòng, nội thất, cảnh xịn xò
Đồ ăn ngon"
Bach Suites Saigon,"10A Phạm Ngọc Thạch, Quận 1, Thành Phố Hồ Chí Minh",1,10.78241985,106.69656006831684,4.4,327,4,3587169.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Bể bơi ngoài trời, Điều hòa nhiệt độ, Trung tâm thể dục, Chỗ đậu xe, Nhà hàng, Bếp ở một số phòng",Món Ăn Sáng · Quầy Bar · Vị Trí,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENFZz0gACgAMidDaGtJN2ZXQzFQdUZ0djA1R2cwdlp5OHhNV2RvTm1KeWNHSjRFQUU4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CJsBEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEK8E,https://lh3.googleusercontent.com/p/AF1QipN8vWSHGl_aF4rC0QJy7gyxF6-nj6roqFxWLjHe=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipP4y8VQmJXXqiGAnmV_52r_TldyA0o2nKJnEsNZ=s287-w287-h192-n-k-no-v1,"Mình được cầu hôn ở đây hihi, nên đối với mình là tuyệt vời. Đồ ăn ngon mà mắc nha mn ơi, cảnh đẹp chilllll. Qua tiktok mình để xem mình review phòng nha hihi (dự kiến up post: 25/10)"
Hotel Grand Saigon,"8 Đồng Khởi, Quận 1, Thành Phố Hồ Chí Minh",1,10.774296044171276,106.70500031433448,4.4,3900,5,3702077.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Bể bơi ngoài trời, Bồn tắm nước nóng, Điều hòa nhiệt độ, Trung tâm thể dục, Spa, Quán bar",Món Ăn Sáng · Phòng Tập Thể Dục · Vị Trí,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENFZz0gACgAMiZDaGdJMjlhZ184akU3OExvQVJvTEwyY3ZNVEl4TVhJM2REQVFBUTgNSAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CO8BEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEK8E,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxiKRLDZAcmlBXwvXYZjMmiwoOxCxXbxF0d8-plh-YFryYrT0MoskXjSqHsN_GaGoCSHdkG671YDN8mdi1OisFldYeOwVEHwVX-oxeJkGDrDyanHJ6YgApRFlxxh6vYcV3yVUA=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipOj4QfgRqRkozVP_JmI-GnLaSx5qRt3kQbzeHUx=s287-w287-h192-n-k-no-v1,"Phòng bên toà này phong cách trẻ trung sáng hơn The Grand, thích hợp cho gia đình đông người. Dịch vụ tiện ích rất đầy đủ"
Khách sạn Rex Sài Gòn,"141 Nguyễn Huệ, Quận 1, Thành Phố Hồ Chí Minh",1,10.77558105,106.70106665840808,4.5,8100,5,2931731.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Đỗ xe miễn phí, Bể bơi ngoài trời, Bồn tắm nước nóng, Điều hòa nhiệt độ, Trung tâm thể dục, Spa",Quầy Bar · Vị Trí · Ăn Tối,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENFZz0gACgAMiRDaGNJeU9ybXFOdjZ5ZkRLQVJvS0wyMHZNREkzWDNjemJCQUI4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CIsCEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEK8E,https://lh4.googleusercontent.com/proxy/gIreHLEwEFbaAsTUAD6v1PLhUzZVhkmLSOGaW5WsesflhkIQMCDBd7VV4tFwUlrBpPovJqHgiFBZ8nJnTLThDrg2jw8EtjlFw94f78b4oP8cmZvQD6G-ivZB4zlqnWLSK4CUina5zo-VGApwrghtuFZWIDTE724=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipP_yqZZb5SmjDB8wUVET7THyrl3bWLlVWehStKq=s287-w287-h192-n-k-no-v1,Giá bán lẻ hàng hóa dịch vụ của mình và người thân của mình và người thân của mình và người thân của mình và người thân của mình
Khách sạn Sheraton Sài Gòn,"88 Đồng Khởi, Quận 1, Thành Phố Hồ Chí Minh",1,10.775848,106.703994708063,4.6,9100,5,6731670.0,"1 đêm, bao gồm thuế và phí","Bữa sáng ($), Wi-Fi miễn phí, Bể bơi ngoài trời, Điều hòa nhiệt độ, Trung tâm thể dục, Spa, Chỗ đậu xe, Nhà hàng",Ăn Tối · Quầy Bar · Dịch Vụ,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENFZz0gACgAMiZDaGdJcktxcnVlbVl2c1dWQVJvTEwyY3ZNWFJrTVRsNGMyWVFBUTgNSAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CMMCEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEK8E,https://lh3.googleusercontent.com/p/AF1QipO5NNHsN97gj2Kdo1e8yxcH8kLdMwUtGfbemPBB=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzyBasmdfOyAsrk4z5PS7NLgebA-xUvWU4j8Wtx9jjARYfWNseE54TUSWAPfQ8ytoyiXwAPxRvERPfpdvGV5_U_Ae4KEqdzKx650Qr2gR6o2f3eUUmHpicTIXmrCKeIS4pN9PuA=s287-w287-h192-n-k-no-v1,"Dịch vụ tốt, phù hợp nghĩ dưỡng."
Khách sạn Le Meridien Sài Gòn,"3C Tôn Đức Thắng, Quận 1, Thành Phố Hồ Chí Minh",1,10.7799372,106.70730615979151,4.5,4700,5,6575652.0,"1 đêm, bao gồm thuế và phí","Bữa sáng ($), Wi-Fi miễn phí, Đỗ xe miễn phí, Bể bơi ngoài trời, Điều hòa nhiệt độ, Trung tâm thể dục, Spa, Nhà hàng",Quầy Bar · Món Ăn Sáng · Ăn Tối,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENFZz0gACgAMidDaGtJel9IUjJfeUxpSXR0R2cwdlp5OHhNV0oyZG5rNU9YZHlFQUU4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0COICEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEK8E,https://lh3.googleusercontent.com/p/AF1QipMt7nF050PtVUbVe9_RgVa2UgMMytwwkl-W-6rz=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwtKn2yKdk0C54xtUstPHDe8LchJb8bb_H2XDYfPRP2OnL3cCpm3JoIWhWHwlKpH5-A0dBRGuLdPUmNxvJrmaN4sak15uLLr1XlaISMLLn-Pc61CNmbBNNzB9kis2fv6TF0MK5TMQ=s287-w287-h192-n-k-no-v1,"Resort ngoài vị trí hơi xa khu dân cư, biệt lập thì bên trong resort có khá nhiều dịch vụ từ nhà hàng, quán cf, khu vui chơi, rạp chiếu phim…"
Harmony Saigon Hotel & Spa,"32A- 34 Bùi Thị Xuân, Quận 1, Thành Phố Hồ Chí Minh",1,10.772555,106.690948,4.3,1600,4,2082961.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Chỗ đậu xe, Bể bơi trong nhà, Bồn tắm nước nóng, Điều hòa nhiệt độ, Trung tâm thể dục, Spa",Món Ăn Sáng · Chăm Sóc Sức Khỏe · Dịch Vụ,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENFZz0gACgAMidDaGtJMU9lcjU2YTV1c3h2R2cwdlp5OHhNV0kyZVY5b1gzcHVFQUU4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CJwDEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEK8E,https://lh3.googleusercontent.com/p/AF1QipPSpADlcF_7JZAqu0n8PVO4qTW1uZKA_U1WqVpC=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz4ltFH1o9LwcOli0cVKTjzOVmtD-eN9Hpl4ZDhlkZCrOmT-hYbwkFRupDLGmHDsb8EkhaSSyYNdl91pNHxqz6AKTXLuBQUl3I0edtvA3i6Fb9uJOf7zddJvayPowYR8RBcataYxA=s287-w287-h192-n-k-no-v1,"Sudah beberapa kali berkunjung, rasanya selalu menyenangkan"
Elios Hotel,"233 Phạm Ngũ Lão, Quận 1, Thành Phố Hồ Chí Minh",1,10.768185,106.6925354438895,4.0,924,3,952439.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Bồn tắm nước nóng, Điều hòa nhiệt độ, Trung tâm thể dục, Spa, Quán bar, Nhà hàng",Món Ăn Sáng · Vị Trí · Nhà Hàng,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENGbz0gACgAMihDaG9JaVBxVTV1LVNrZDd1QVJvTkwyY3ZNVEZqYm1OaU5HcHllaEFCOA1IAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CEIQwIsFahgKEwjwqcOsh-OQAxUAAAAAHQAAAAAQ0AQ,https://lh5.googleusercontent.com/proxy/lIe-D03mlAxrmArqQ4jM1BPa-n2nZxKN-_uOko2dzeBMC_-0NPsI5tKQHgHyNE5OOxKMVEzGqJbAq3NTVHoYwvsCoXxkmX6c-fVRpPe2rj06tF1rK8mwWZGMW3pR1EqTpQxg3qI11jrMB_g33kJlHkutwAf1xxY=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx2Q5w8WD3tmd7BTDlVdjMSbA7VTtOHhIlCBfo-KqcHaexgtMpfB-k40zVISm_Q6wfbS-XMBIh9qkCQ0PUGGBRZiZUXa-3R2MHabiYSs5Y_tJ553VQ-R_B00EvhB4WwJnhLHyRS=s287-w287-h192-n-k-no-v1,10₫ cho chất lượng và dịch vụ ở đây
Beautiful Saigon Hotel,"40/27 Bùi Viện, Quận 1, Thành Phố Hồ Chí Minh",1,10.7672561,106.6938225,3.8,1200,2,306398.0,"1 đêm, bao gồm thuế và phí","Wi-Fi miễn phí, Bãi đỗ xe ($), Điều hòa nhiệt độ, Spa, Ăn sáng, Xe đưa đón ra sân bay, Dịch vụ giặt là, Phù hợp với trẻ em",Phòng Tập Thể Dục · Bể Bơi · Món Ăn Sáng,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENGbz0gACgAMidDaGtJMHJMWXFLdWc5dDFnR2cwdlp5OHhNV00yYzI0Mk9YWXlFQUU4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CH4QwIsFahgKEwjwqcOsh-OQAxUAAAAAHQAAAAAQ0AQ,https://lh3.googleusercontent.com/p/AF1QipNGOghBUsv7XmSGmZoPXALJ5Y08le_leKt3wy-Q=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipPUEjSdozQyPxcKRKHRTpluYSAHP8gJqAL4KXoP=s287-w287-h192-n-k-no-v1,"Phòng sạch đẹp, kv full dịch vụ. Tuy nhiên thời gian check in khá muộn: 15h - 16h"
CRAB BUI VIEN HOMESTAY,"38 Đề Thám, Quận 1, Thành Phố Hồ Chí Minh",1,10.763468,106.69577,4.6,15,1,461477.0,"1 đêm, bao gồm thuế và phí","Wi-Fi miễn phí, Đỗ xe miễn phí, Điều hòa nhiệt độ, Chấp nhận vật nuôi, Ăn sáng, Bếp ở một số phòng, Dịch vụ giặt là, Địa điểm không cho hút thuốc",,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENGbz0gACgAMihDaG9JaUxxN3plcTByYnl1QVJvTkwyY3ZNVEY1T1dSeE5YZzFNUkFCOA1IAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CLMBEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAENAE,https://lh3.googleusercontent.com/p/AF1QipNgYjoITRofnZxIRIZ407rU3yez9qX8otqCN42u=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipNPBadv5RLdrojqfdpDbU4MVjTgo3Caokg4GANV=s287-w287-h192-n-k-no-v1,"Vị trí dễ tìm
Có bãi đỗ xe
Phòng đẹp
Giá hợp lý
Dịch vụ tận tình
Nên trải nghiệm"
Hotel Nikko Saigon,"235 Nguyễn Văn Cừ, Quận 1, Thành Phố Hồ Chí Minh",1,10.7637813,106.6814719336958,4.6,8500,5,4581324.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Đỗ xe miễn phí, Bể bơi ngoài trời, Bồn tắm nước nóng, Điều hòa nhiệt độ, Trung tâm thể dục, Spa",Ăn Tối · Món Ăn Sáng · Dịch Vụ,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENGbz0gACgAMiRDaGNJeFpQWXBfLVBqY2MxR2dzdlp5OHhkakUyYlhRemVSQUI4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CO4CEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAENAE,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw6b5z6c9VCc419NYMYxCehsBfn9zAWqtruA_Pc3PH5S1QeYHmY4WcTDaOK4hL8rt_MyNMNdrkLylXiTtWRrio2DsvPY1FZXzjN-hERSvSu0CqYdInmG3eEIw-2gpz0oM0Yt9JQ=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipOx2htVp1pvSrqk9lnUU8Bhb6Ubbkxkd11Bj3bg=s287-w287-h192-n-k-no-v1,"Absolute stunning resort, has everything you could want with a resort stay. Service was amazing, rooms are big and had an epic pool and ocean view."
Hotel Majestic Saigon,"1 Đồng Khởi, Quận 1, Thành Phố Hồ Chí Minh",1,10.776248848042943,106.70287443808908,4.5,1500,5,3696552.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Chỗ đậu xe, Bể bơi ngoài trời, Bồn tắm nước nóng, Điều hòa nhiệt độ, Trung tâm thể dục, Spa",Quầy Bar · Món Ăn Sáng · Vị Trí,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENGbz0gACgAMihDaG9JOXRmazVkUGloNnZfQVJvTkwyY3ZNVEZvWkRJeFkyTnNjQkFCOA1IAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CIgDEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAENAE,https://lh5.googleusercontent.com/proxy/KA13Lz3mWW7N2pZcx1NMaBKcrcTj6nHxIGjlKUZGtXeV87f2iOL1I_WGo_C0z1npxaWxrv-mr-PWr5UOSrswkPh9NA1K3quJ6J3r4H0TNFXjOSva3v0MlZb6yzjmYuh1CmtTH1v1tecJ5F7tK34ytjAHSyhhsMQ=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzqU9VNLTYlkIn0i12gVobD7GTnfnxLPx--f-DkrzHs8Lmi79v_5R9OBf6oatT1vLkuHTPWCzWfloE9E9phaPCgmR0fSMi6BRtxkJo7Ur1PF27JQbncM3cR2RDb-Sz4Pk-HmBsg=s287-w287-h192-n-k-no-v1,"Dịch vụ chuẩn quốc tế 5 sao, không gian sang trọng, rất đang để đến đây nghỉ dưỡng"
